Category,City,Country,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Number of Records,Profit,Profit Ratio,Quantity,Sales
Office Supplies,Dallas,United States,Sung Shariari,Fiskars,8/28/2015,US-2013-146710,75220,"Fiskars 8"" Scissors, 2/Pack",Central,Consumer,9/2/2015,Standard Class,Texas,Supplies,20%,1,$6,11%,4,$55
Office Supplies,Quincy,United States,Ted Butterfield,Xerox,8/28/2015,CA-2013-145982,2169,Xerox 1919,East,Consumer,9/2/2015,Second Class,Massachusetts,Paper,0%,1,$60,49%,3,$123
Furniture,Quincy,United States,Ted Butterfield,SAFCO,8/28/2015,CA-2013-145982,2169,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",East,Consumer,9/2/2015,Second Class,Massachusetts,Tables,30%,1,$21,9%,1,$245
Technology,Quincy,United States,Ted Butterfield,Other,8/28/2015,CA-2013-145982,2169,PureGear Roll-On Screen Protector,East,Consumer,9/2/2015,Second Class,Massachusetts,Phones,0%,1,$29,48%,3,$60
Office Supplies,Quincy,United States,Ted Butterfield,Southworth,8/28/2015,CA-2013-145982,2169,Southworth 25% Cotton Linen-Finish Paper & Envelopes,East,Consumer,9/2/2015,Second Class,Massachusetts,Paper,0%,1,$37,45%,9,$82
Office Supplies,Quincy,United States,Ted Butterfield,Other,8/28/2015,CA-2013-145982,2169,Staples,East,Consumer,9/2/2015,Second Class,Massachusetts,Fasteners,0%,1,$5,45%,4,$12
Office Supplies,Quincy,United States,Ted Butterfield,Wilson Jones,8/28/2015,CA-2013-145982,2169,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",East,Consumer,9/2/2015,Second Class,Massachusetts,Binders,0%,1,$14,48%,5,$29
Office Supplies,Houston,United States,Todd Boyes,Other,8/28/2015,CA-2013-117919,77041,Portfile Personal File Boxes,Central,Corporate,8/30/2015,Second Class,Texas,Storage,20%,1,$1,8%,1,$14
Office Supplies,Houston,United States,Todd Boyes,Southworth,8/28/2015,CA-2013-117919,77041,Southworth 25% Cotton Premium Laser Paper and Envelopes,Central,Corporate,8/30/2015,Second Class,Texas,Paper,20%,1,$28,35%,5,$80
Office Supplies,Hollywood,United States,Elizabeth Moffitt,Avery,8/28/2015,CA-2013-116764,33021,Avery 484,South,Corporate,9/3/2015,Standard Class,Florida,Labels,20%,1,$3,36%,4,$9
Office Supplies,Englewood,United States,Chad Sievert,Wirebound,8/29/2015,US-2013-144211,80112,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",West,Consumer,9/3/2015,Standard Class,Colorado,Paper,20%,1,$6,36%,3,$15
Technology,Englewood,United States,Chad Sievert,AT&T,8/29/2015,US-2013-144211,80112,AT&T 17929 Lendline Telephone,West,Consumer,9/3/2015,Standard Class,Colorado,Phones,20%,1,$8,8%,3,$109
Office Supplies,Dallas,United States,Tom Prescott,Angle-D,8/29/2015,CA-2013-145303,75081,"Angle-D Binders with Locking Rings, Label Holders",Central,Consumer,9/1/2015,First Class,Texas,Binders,80%,1,-$22,-165%,9,$13
Office Supplies,Dallas,United States,Tom Prescott,GBC,8/29/2015,CA-2013-145303,75081,GBC ProClick Spines for 32-Hole Punch,Central,Consumer,9/1/2015,First Class,Texas,Binders,80%,1,-$17,-165%,4,$10
Furniture,Dallas,United States,Tom Prescott,Sauder,8/29/2015,CA-2013-145303,75081,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Central,Consumer,9/1/2015,First Class,Texas,Bookcases,32%,1,-$53,-34%,2,$156
Office Supplies,Cincinnati,United States,Edward Becker,GBC,8/29/2015,CA-2013-137652,45231,GBC VeloBinder Strips,East,Corporate,8/31/2015,First Class,Ohio,Binders,70%,1,-$12,-67%,8,$18
Office Supplies,Chicago,United States,Rick Bensley,Avery,8/30/2015,CA-2013-158568,60610,Avery Personal Creations Heavyweight Cards,Central,Home Office,9/3/2015,Standard Class,Illinois,Paper,20%,1,$23,35%,7,$65
Technology,Chicago,United States,Rick Bensley,SanDisk,8/30/2015,CA-2013-158568,60610,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Central,Home Office,9/3/2015,Standard Class,Illinois,Accessories,20%,1,-$11,-11%,3,$96
Office Supplies,Chicago,United States,Rick Bensley,Avery,8/30/2015,CA-2013-158568,60610,Avery Hidden Tab Dividers for Binding Systems,Central,Home Office,9/3/2015,Standard Class,Illinois,Binders,80%,1,-$3,-170%,3,$2
Office Supplies,Concord,United States,Adam Bellavance,Acme,8/30/2015,CA-2013-161207,3301,Acme Forged Steel Scissors with Black Enamel Handles,East,Home Office,9/4/2015,Standard Class,New Hampshire,Supplies,0%,1,$8,29%,3,$28
Technology,New York City,United States,Meg O'Connel,Samsung,8/30/2015,CA-2013-128727,10024,Samsung Replacement EH64AVFWE Premium Headset,East,Home Office,9/5/2015,Standard Class,New York,Phones,0%,1,$6,25%,4,$22
Furniture,Philadelphia,United States,George Bell,Barricks,8/30/2015,CA-2013-159912,19120,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",East,Corporate,9/4/2015,Standard Class,Pennsylvania,Tables,40%,1,-$56,-23%,4,$242
Furniture,Philadelphia,United States,George Bell,O'Sullivan,8/30/2015,CA-2013-159912,19120,O'Sullivan 5-Shelf Heavy-Duty Bookcases,East,Corporate,9/4/2015,Standard Class,Pennsylvania,Bookcases,50%,1,-$82,-50%,4,$164
Office Supplies,Philadelphia,United States,George Bell,Fellowes,8/30/2015,CA-2013-159912,19120,Fellowes Black Plastic Comb Bindings,East,Corporate,9/4/2015,Standard Class,Pennsylvania,Binders,70%,1,-$3,-80%,2,$3
Office Supplies,Philadelphia,United States,George Bell,Other,8/30/2015,CA-2013-159912,19120,Revere Boxed Rubber Bands by Revere,East,Corporate,9/4/2015,Standard Class,Pennsylvania,Fasteners,20%,1,-$2,-23%,7,$11
Technology,Philadelphia,United States,Patrick O'Brill,Other,8/31/2015,US-2013-141544,19143,Aastra 57i VoIP phone,East,Consumer,9/2/2015,First Class,Pennsylvania,Phones,40%,1,-$68,-23%,3,$291
Office Supplies,Philadelphia,United States,Patrick O'Brill,Other,8/31/2015,US-2013-141544,19143,"File Shuttle II and Handi-File, Black",East,Consumer,9/2/2015,First Class,Pennsylvania,Storage,20%,1,$3,6%,2,$54
Furniture,Philadelphia,United States,Patrick O'Brill,Hon,8/31/2015,US-2013-141544,19143,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,East,Consumer,9/2/2015,First Class,Pennsylvania,Chairs,30%,1,-$259,-33%,4,$787
Office Supplies,Philadelphia,United States,Patrick O'Brill,Other,8/31/2015,US-2013-141544,19143,Round Specialty Laser Printer Labels,East,Consumer,9/2/2015,First Class,Pennsylvania,Labels,20%,1,$34,34%,10,$100
Office Supplies,Philadelphia,United States,Patrick O'Brill,GBC,8/31/2015,US-2013-141544,19143,GBC Premium Transparent Covers with Diagonal Lined Pattern,East,Consumer,9/2/2015,First Class,Pennsylvania,Binders,70%,1,-$28,-73%,6,$38
Furniture,Los Angeles,United States,Bruce Geld,Executive Impressions,8/31/2015,CA-2013-165995,90008,"Executive Impressions 10"" Spectator Wall Clock",West,Consumer,9/7/2015,Standard Class,California,Furnishings,0%,1,$16,34%,4,$47
Technology,Los Angeles,United States,Bruce Geld,Panasonic,8/31/2015,CA-2013-165995,90008,Panasonic KX TS3282W Corded phone,West,Consumer,9/7/2015,Standard Class,California,Phones,20%,1,$42,13%,5,$340
Office Supplies,Waco,United States,Theone Pippenger,Other,9/1/2015,CA-2013-117408,76706,Super Decoflex Portable Personal File,Central,Consumer,9/7/2015,Standard Class,Texas,Storage,20%,1,$2,10%,2,$24
Technology,New York City,United States,Adam Bellavance,Other,9/2/2015,CA-2013-129714,10009,Sabrent 4-Port USB 2.0 Hub,East,Home Office,9/4/2015,First Class,New York,Accessories,0%,1,$2,34%,1,$7
Office Supplies,New York City,United States,Adam Bellavance,Xerox,9/2/2015,CA-2013-129714,10009,Xerox 1881,East,Home Office,9/4/2015,First Class,New York,Paper,0%,1,$12,47%,2,$25
Office Supplies,New York City,United States,Adam Bellavance,Acco,9/2/2015,CA-2013-129714,10009,Acco Hanging Data Binders,East,Home Office,9/4/2015,First Class,New York,Binders,20%,1,$1,35%,1,$3
Office Supplies,New York City,United States,Adam Bellavance,Xerox,9/2/2015,CA-2013-129714,10009,Xerox 1881,East,Home Office,9/4/2015,First Class,New York,Paper,0%,1,$23,47%,4,$49
Office Supplies,New York City,United States,Adam Bellavance,GBC,9/2/2015,CA-2013-129714,10009,GBC DocuBind P400 Electric Binding System,East,Home Office,9/4/2015,First Class,New York,Binders,20%,1,"$1,415",33%,4,"$4,355"
Office Supplies,San Francisco,United States,Cynthia Voltz,Other,9/2/2015,CA-2013-120859,94110,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",West,Corporate,9/5/2015,First Class,California,Envelopes,0%,1,$11,50%,2,$22
Office Supplies,Philadelphia,United States,Dean Katz,Other,9/2/2015,CA-2013-155481,19140,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",East,Corporate,9/6/2015,Standard Class,Pennsylvania,Paper,20%,1,$10,33%,6,$30
Technology,Philadelphia,United States,Dean Katz,Anker,9/2/2015,CA-2013-155481,19140,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,East,Corporate,9/6/2015,Standard Class,Pennsylvania,Phones,40%,1,-$5,-20%,2,$24
Office Supplies,Philadelphia,United States,Dean Katz,Other,9/2/2015,CA-2013-155481,19140,Staples,East,Corporate,9/6/2015,Standard Class,Pennsylvania,Fasteners,20%,1,$5,33%,7,$17
Technology,New York City,United States,Patrick Gardner,Enermax,9/2/2015,CA-2013-151561,10011,Enermax Aurora Lite Keyboard,East,Consumer,9/8/2015,Standard Class,New York,Accessories,0%,1,$206,44%,6,$469
Technology,New York City,United States,Patrick Gardner,Memorex,9/2/2015,CA-2013-151561,10011,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,East,Consumer,9/8/2015,Standard Class,New York,Accessories,0%,1,$30,42%,2,$72
Office Supplies,New York City,United States,Patrick Gardner,Acme,9/2/2015,CA-2013-151561,10011,Acme Value Line Scissors,East,Consumer,9/8/2015,Standard Class,New York,Supplies,0%,1,$3,30%,3,$11
Furniture,New York City,United States,Patrick Gardner,Howard Miller,9/2/2015,CA-2013-151561,10011,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",East,Consumer,9/8/2015,Standard Class,New York,Furnishings,0%,1,$61,32%,3,$192
Office Supplies,Detroit,United States,Joseph Airdo,Wilson Jones,9/2/2015,CA-2013-116526,48227,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Central,Consumer,9/6/2015,Standard Class,Michigan,Binders,0%,1,$11,46%,5,$24
Technology,Detroit,United States,Joseph Airdo,Belkin,9/2/2015,CA-2013-116526,48227,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Central,Consumer,9/6/2015,Standard Class,Michigan,Phones,0%,1,$2,26%,1,$9
Office Supplies,Detroit,United States,Joseph Airdo,Eureka,9/2/2015,CA-2013-116526,48227,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",Central,Consumer,9/6/2015,Standard Class,Michigan,Appliances,10%,1,$71,19%,4,$377
Office Supplies,Detroit,United States,Joseph Airdo,GBC,9/2/2015,CA-2013-116526,48227,GBC Plastic Binding Combs,Central,Consumer,9/6/2015,Standard Class,Michigan,Binders,0%,1,$14,49%,4,$30
Office Supplies,Detroit,United States,Joseph Airdo,Newell,9/2/2015,CA-2013-116526,48227,Newell 315,Central,Consumer,9/6/2015,Standard Class,Michigan,Art,0%,1,$3,25%,2,$12
Office Supplies,Detroit,United States,Joseph Airdo,Wilson Jones,9/2/2015,CA-2013-116526,48227,"Wilson Jones 1"" Hanging DublLock Ring Binders",Central,Consumer,9/6/2015,Standard Class,Michigan,Binders,0%,1,$13,48%,5,$26
Office Supplies,Huntington Beach,United States,Laurel Beltran,Global,9/2/2015,CA-2013-124583,92646,Globe Weis Peel & Seel First Class Envelopes,West,Home Office,9/4/2015,Second Class,California,Envelopes,0%,1,$6,45%,1,$13
Office Supplies,New York City,United States,Karen Daniels,Panasonic,9/3/2015,CA-2013-130407,10024,Panasonic KP-150 Electric Pencil Sharpener,East,Consumer,9/7/2015,Standard Class,New York,Art,0%,1,$20,26%,2,$75
Furniture,New York City,United States,Karen Daniels,Other,9/3/2015,CA-2013-130407,10024,Telescoping Adjustable Floor Lamp,East,Consumer,9/7/2015,Standard Class,New York,Furnishings,0%,1,$10,25%,2,$40
Office Supplies,Madison,United States,Sonia Sunley,Other,9/3/2015,CA-2013-116540,53711,Colored Push Pins,Central,Consumer,9/3/2015,Same Day,Wisconsin,Fasteners,0%,1,$1,36%,1,$2
Office Supplies,Madison,United States,Sonia Sunley,ACCOHIDE,9/3/2015,CA-2013-116540,53711,"ACCOHIDE 3-Ring Binder, Blue, 1""",Central,Consumer,9/3/2015,Same Day,Wisconsin,Binders,0%,1,$4,47%,2,$8
Office Supplies,San Francisco,United States,Sam Zeldin,Tenex,9/3/2015,CA-2013-113096,94122,"Tenex File Box, Personal Filing Tote with Lid, Black",West,Home Office,9/5/2015,First Class,California,Storage,0%,1,$12,26%,3,$47
Office Supplies,Chicago,United States,Rob Lucas,Universal,9/3/2015,CA-2013-144764,60623,Self-Adhesive Address Labels for Typewriters by Universal,Central,Consumer,9/9/2015,Standard Class,Illinois,Labels,20%,1,$10,34%,5,$29
Office Supplies,Chicago,United States,Rob Lucas,Rogers,9/3/2015,CA-2013-144764,60623,Rogers Deluxe File Chest,Central,Consumer,9/9/2015,Standard Class,Illinois,Storage,20%,1,-$8,-24%,2,$35
Technology,Chicago,United States,Rob Lucas,Okidata,9/3/2015,CA-2013-144764,60623,Okidata C610n Printer,Central,Consumer,9/9/2015,Standard Class,Illinois,Machines,30%,1,-$19,-1%,3,"$1,363"
Furniture,Chicago,United States,Tom Ashbrook,Deflect-o,9/3/2015,CA-2013-129847,60653,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Central,Home Office,9/5/2015,First Class,Illinois,Furnishings,60%,1,-$76,-90%,2,$84
Office Supplies,Charlotte,United States,Joe Elijah,Other,9/3/2015,CA-2013-106950,28205,Heavy-Duty E-Z-D Binders,South,Consumer,9/7/2015,Standard Class,North Carolina,Binders,70%,1,-$18,-77%,7,$23
Office Supplies,Charlotte,United States,Joe Elijah,Belkin,9/3/2015,CA-2013-106950,28205,Belkin F9M820V08 8 Outlet Surge,South,Consumer,9/7/2015,Standard Class,North Carolina,Appliances,20%,1,$35,11%,9,$309
Office Supplies,Charlotte,United States,Joe Elijah,Zebra,9/3/2015,CA-2013-106950,28205,Zebra Zazzle Fluorescent Highlighters,South,Consumer,9/7/2015,Standard Class,North Carolina,Art,20%,1,$3,18%,4,$19
Furniture,Charlotte,United States,Joe Elijah,Hon,9/3/2015,CA-2013-106950,28205,Hon Racetrack Conference Tables,South,Consumer,9/7/2015,Standard Class,North Carolina,Tables,40%,1,-$150,-32%,3,$473
Technology,Charlotte,United States,Joe Elijah,Plantronics,9/3/2015,CA-2013-106950,28205,Plantronics Savi W720 Multi-Device Wireless Headset System,South,Consumer,9/7/2015,Standard Class,North Carolina,Accessories,20%,1,$304,30%,3,"$1,013"
Office Supplies,Charlotte,United States,Joe Elijah,GBC,9/3/2015,CA-2013-106950,28205,GBC Plasticlear Binding Covers,South,Consumer,9/7/2015,Standard Class,North Carolina,Binders,70%,1,-$13,-73%,5,$17
Technology,Des Moines,United States,Toby Gnade,Hewlett-Packard,9/3/2015,CA-2013-166429,98198,Hewlett Packard 610 Color Digital Copier / Printer,West,Consumer,9/9/2015,Standard Class,Washington,Copiers,0%,1,$450,45%,2,"$1,000"
Office Supplies,Houston,United States,Ross DeVincentis,Acco,9/3/2015,CA-2013-112739,77070,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Central,Home Office,9/8/2015,Second Class,Texas,Binders,80%,1,-$13,-155%,8,$9
Technology,Houston,United States,Ross DeVincentis,Logitech,9/3/2015,CA-2013-112739,77070,Logitech MX Performance Wireless Mouse,Central,Home Office,9/8/2015,Second Class,Texas,Accessories,20%,1,$34,21%,5,$160
Furniture,Des Moines,United States,Becky Martin,Global,9/3/2015,CA-2013-106278,98198,"Global Leather Task Chair, Black",West,Consumer,9/6/2015,Second Class,Washington,Chairs,20%,1,-$3,-1%,3,$216
Office Supplies,Des Moines,United States,Becky Martin,Other,9/3/2015,CA-2013-106278,98198,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",West,Consumer,9/6/2015,Second Class,Washington,Envelopes,0%,1,$31,47%,3,$66
Furniture,Los Angeles,United States,Lena Radford,Ultra,9/3/2015,CA-2013-126732,90036,Ultra Door Pull Handle,West,Consumer,9/7/2015,Standard Class,California,Furnishings,0%,1,$31,33%,9,$95
Office Supplies,Los Angeles,United States,Lena Radford,Akro,9/3/2015,CA-2013-126732,90036,Akro Stacking Bins,West,Consumer,9/7/2015,Standard Class,California,Storage,0%,1,$1,4%,3,$24
Technology,Los Angeles,United States,Lena Radford,Cisco,9/3/2015,CA-2013-126732,90036,Cisco Unified IP Phone 7945G VoIP phone,West,Consumer,9/7/2015,Standard Class,California,Phones,20%,1,$68,6%,4,"$1,091"
Office Supplies,Los Angeles,United States,Lena Radford,Other,9/3/2015,CA-2013-126732,90036,Blackstonian Pencils,West,Consumer,9/7/2015,Standard Class,California,Art,0%,1,$5,28%,7,$19
Furniture,Los Angeles,United States,Lena Radford,Chromcraft,9/3/2015,CA-2013-126732,90036,Chromcraft Rectangular Conference Tables,West,Consumer,9/7/2015,Standard Class,California,Tables,20%,1,$28,5%,3,$569
Office Supplies,Los Angeles,United States,Lena Radford,Other,9/3/2015,CA-2013-126732,90036,SpineVue Locking Slant-D Ring Binders by Cardinal,West,Consumer,9/7/2015,Standard Class,California,Binders,20%,1,$3,35%,1,$7
Office Supplies,Philadelphia,United States,Paul Knutson,GBC,9/4/2015,CA-2013-158099,19143,GBC Ibimaster 500 Manual ProClick Binding System,East,Home Office,9/6/2015,First Class,Pennsylvania,Binders,70%,1,-$761,-67%,5,"$1,141"
Technology,Philadelphia,United States,Paul Knutson,Cisco,9/4/2015,CA-2013-158099,19143,Cisco SPA301,East,Home Office,9/6/2015,First Class,Pennsylvania,Phones,40%,1,-$47,-17%,3,$281
Furniture,Aurora,United States,Julie Kriz,Tenex,9/4/2015,US-2013-100566,60505,"Tenex ""The Solids"" Textured Chair Mats",Central,Home Office,9/10/2015,Standard Class,Illinois,Furnishings,60%,1,-$90,-108%,3,$84
Office Supplies,Chicago,United States,Carlos Soltero,XtraLife,9/4/2015,CA-2013-159737,60610,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Central,Consumer,9/10/2015,Standard Class,Illinois,Binders,80%,1,-$15,-170%,3,$9
Office Supplies,Middletown,United States,Filia McAdams,Adams,9/4/2015,CA-2013-132143,6457,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",East,Corporate,9/6/2015,First Class,Connecticut,Paper,0%,1,$22,46%,7,$48
Office Supplies,Waukesha,United States,Jennifer Jackson,Other,9/4/2015,CA-2013-163986,53186,Crate-A-Files,Central,Consumer,9/11/2015,Standard Class,Wisconsin,Storage,0%,1,$14,26%,5,$55
Office Supplies,Monroe,United States,Craig Yedwab,Other,9/4/2015,US-2013-101616,71203,Heavy-Duty E-Z-D Binders,South,Corporate,9/7/2015,First Class,Louisiana,Binders,0%,1,$41,47%,8,$87
Furniture,Baltimore,United States,Herbert Flentye,Sauder,9/4/2015,US-2013-147711,21215,"Sauder Camden County Collection Libraries, Planked Cherry Finish",East,Consumer,9/9/2015,Second Class,Maryland,Bookcases,0%,1,$31,9%,3,$345
Furniture,Baltimore,United States,Herbert Flentye,Eldon,9/4/2015,US-2013-147711,21215,"Eldon Expressions Wood Desk Accessories, Oak",East,Consumer,9/9/2015,Second Class,Maryland,Furnishings,0%,1,$4,29%,2,$15
Office Supplies,Baltimore,United States,Herbert Flentye,Acco,9/4/2015,US-2013-147711,21215,Acco Expandable Hanging Binders,East,Consumer,9/9/2015,Second Class,Maryland,Binders,0%,1,$6,46%,2,$13
Office Supplies,Baltimore,United States,Herbert Flentye,Avery,9/4/2015,US-2013-147711,21215,Avery 486,East,Consumer,9/9/2015,Second Class,Maryland,Labels,0%,1,$27,47%,8,$58
Furniture,Chicago,United States,Rob Beeghly,SAFCO,9/4/2015,US-2013-104815,60610,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Central,Consumer,9/8/2015,Standard Class,Illinois,Bookcases,30%,1,$0,0%,4,$199
Office Supplies,Cincinnati,United States,Matt Hagelstein,Wirebound,9/4/2015,CA-2013-153185,45231,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",East,Corporate,9/9/2015,Standard Class,Ohio,Paper,20%,1,$11,36%,6,$31
Office Supplies,Houston,United States,Ivan Liston,Other,9/5/2015,CA-2013-169971,77041,Faber Castell Col-Erase Pencils,Central,Consumer,9/10/2015,Standard Class,Texas,Art,20%,1,$1,26%,1,$4
